test_run,topic_category,topic_specific,round,answer,choices,clue_type,clue_number,clue_text,word_count,length_ok,
8,Sport,Tennis,1,sport,"sport, board game, video game",informed,5,Fans often support their favorite teams with enthusiasm.,8,NO,
8,Sport,Tennis,1,sport,"sport, board game, video game",informed,6,It’s a common way to stay physically fit and healthy.,10,NO,
8,Sport,Tennis,1,sport,"sport, board game, video game",informed,7,"Some sports are played on courts, fields, or tracks.",9,NO,
8,Sport,Tennis,1,sport,"sport, board game, video game",informed,8,"Equipment like balls, rackets, or bats are often used.",9,NO,
8,Sport,Tennis,1,sport,"sport, board game, video game",informed,9,It’s a major part of global culture and entertainment.,9,NO,
8,Sport,Tennis,1,sport,"sport, board game, video game",misinformed,1,It’s something you might do alone or with friends for fun.,11,NO,
8,Sport,Tennis,1,sport,"sport, board game, video game",misinformed,2,"It can involve strategy and mental focus, not just physical effort.",11,NO,
8,Sport,Tennis,1,sport,"sport, board game, video game",fake,1,It’s played on a board with pieces and dice.,9,NO,
8,Sport,Tennis,1,sport,"sport, board game, video game",fake,2,It’s often enjoyed on a console or computer.,8,NO,
8,Sport,Tennis,1,sport,"sport, board game, video game",extra,1,It’s a popular form of entertainment watched worldwide.,8,NO,
8,Sport,Tennis,2,tennis,"tennis, table tennis, badminton",informed,1,Played on a rectangular court with a net in the center.,11,NO,
8,Sport,Tennis,2,tennis,"tennis, table tennis, badminton",informed,2,Uses rackets and a ball that bounces on impact.,9,NO,
8,Sport,Tennis,2,tennis,"tennis, table tennis, badminton",informed,3,Points are scored when the opponent fails to return the ball.,11,NO,
8,Sport,Tennis,2,tennis,"tennis, table tennis, badminton",informed,4,A set is won by reaching six games with a two-game lead.,12,NO,
8,Sport,Tennis,2,tennis,"tennis, table tennis, badminton",informed,5,The serve is done diagonally across the net.,8,NO,
8,Sport,Tennis,2,tennis,"tennis, table tennis, badminton",informed,6,Players can use topspin or backspin for shots.,8,NO,
8,Sport,Tennis,2,tennis,"tennis, table tennis, badminton",informed,7,The French Open is a major tournament for this sport.,10,NO,
8,Sport,Tennis,2,tennis,"tennis, table tennis, badminton",informed,8,Famous players include Serena Williams and Roger Federer.,8,NO,
8,Sport,Tennis,2,tennis,"tennis, table tennis, badminton",informed,9,It’s an Olympic sport with both singles and doubles events.,10,NO,
8,Sport,Tennis,2,tennis,"tennis, table tennis, badminton",misinformed,1,"It’s played with a small, hard ball and paddles.",9,NO,
8,Sport,Tennis,2,tennis,"tennis, table tennis, badminton",misinformed,2,The goal is to hit the ball over a net without letting it touch the ground.,16,YES,
8,Sport,Tennis,2,tennis,"tennis, table tennis, badminton",fake,1,It’s played with a puck and sticks on ice.,9,NO,
8,Sport,Tennis,2,tennis,"tennis, table tennis, badminton",fake,2,It’s a team sport with goals at each end of a field.,12,NO,
8,Sport,Tennis,2,tennis,"tennis, table tennis, badminton",extra,1,Matches are often divided into sets and games.,8,NO,
10,Historical Event,Moon Landing 1969,1,Historical Event,"Scientific Discovery, Political Event, Historical Event",informed,1,A pivotal moment that shaped global perspectives and inspired future generations.,11,NO,
10,Historical Event,Moon Landing 1969,1,Historical Event,"Scientific Discovery, Political Event, Historical Event",informed,2,It marked the first time humans set foot on another celestial body.,12,NO,
10,Historical Event,Moon Landing 1969,1,Historical Event,"Scientific Discovery, Political Event, Historical Event",informed,3,"This event was televised worldwide, capturing the attention of millions.",10,NO,
10,Historical Event,Moon Landing 1969,1,Historical Event,"Scientific Discovery, Political Event, Historical Event",informed,4,It involved a dangerous journey across space with a crew of astronauts.,12,NO,
10,Historical Event,Moon Landing 1969,1,Historical Event,"Scientific Discovery, Political Event, Historical Event",informed,5,The success of this mission was a culmination of years of scientific effort.,13,NO,
10,Historical Event,Moon Landing 1969,1,Historical Event,"Scientific Discovery, Political Event, Historical Event",informed,6,It is often remembered for a famous quote spoken during its climax.,12,NO,
10,Historical Event,Moon Landing 1969,1,Historical Event,"Scientific Discovery, Political Event, Historical Event",informed,7,The event required precise engineering and technological advancements.,8,NO,
10,Historical Event,Moon Landing 1969,1,Historical Event,"Scientific Discovery, Political Event, Historical Event",informed,8,It symbolized a major achievement in the space race.,9,NO,
10,Historical Event,Moon Landing 1969,1,Historical Event,"Scientific Discovery, Political Event, Historical Event",informed,9,The crew collected samples from the surface during their visit.,10,NO,
10,Historical Event,Moon Landing 1969,1,Historical Event,"Scientific Discovery, Political Event, Historical Event",misinformed,1,It's something that happens naturally in the environment every year.,10,NO,
10,Historical Event,Moon Landing 1969,1,Historical Event,"Scientific Discovery, Political Event, Historical Event",misinformed,2,This could be a daily occurrence in many people's lives.,10,NO,
10,Historical Event,Moon Landing 1969,1,Historical Event,"Scientific Discovery, Political Event, Historical Event",fake,1,It involved the signing of a significant international treaty.,9,NO,
10,Historical Event,Moon Landing 1969,1,Historical Event,"Scientific Discovery, Political Event, Historical Event",fake,2,This event marked the beginning of a global conflict.,9,NO,
10,Historical Event,Moon Landing 1969,1,Historical Event,"Scientific Discovery, Political Event, Historical Event",extra,1,The event's success relied heavily on teamwork and precise calculations.,10,NO,
10,Historical Event,Moon Landing 1969,2,Moon Landing 1969,"Apollo 13 Mission, Moon Landing 1969, International Space Station",informed,1,"The mission was crewed by three astronauts, with two walking on the surface.",13,NO,
10,Historical Event,Moon Landing 1969,2,Moon Landing 1969,"Apollo 13 Mission, Moon Landing 1969, International Space Station",informed,2,Astronauts spent about 21 hours on the lunar surface before returning.,11,NO,
10,Historical Event,Moon Landing 1969,2,Moon Landing 1969,"Apollo 13 Mission, Moon Landing 1969, International Space Station",informed,3,The spacecraft had to enter lunar orbit before the descent.,10,NO,
10,Historical Event,Moon Landing 1969,2,Moon Landing 1969,"Apollo 13 Mission, Moon Landing 1969, International Space Station",informed,4,The landing site was the Sea of Tranquility.,8,NO,
10,Historical Event,Moon Landing 1969,2,Moon Landing 1969,"Apollo 13 Mission, Moon Landing 1969, International Space Station",informed,5,The astronauts used a lunar module to descend to the surface.,11,NO,
10,Historical Event,Moon Landing 1969,2,Moon Landing 1969,"Apollo 13 Mission, Moon Landing 1969, International Space Station",informed,6,They collected over 48 pounds of lunar material.,8,NO,
10,Historical Event,Moon Landing 1969,2,Moon Landing 1969,"Apollo 13 Mission, Moon Landing 1969, International Space Station",informed,7,The mission was part of the Apollo program.,8,NO,
10,Historical Event,Moon Landing 1969,2,Moon Landing 1969,"Apollo 13 Mission, Moon Landing 1969, International Space Station",informed,8,The command module remained in orbit while the others descended.,10,NO,
10,Historical Event,Moon Landing 1969,2,Moon Landing 1969,"Apollo 13 Mission, Moon Landing 1969, International Space Station",informed,9,"The astronauts had to conduct a moonwalk, or EVA.",9,NO,
10,Historical Event,Moon Landing 1969,2,Moon Landing 1969,"Apollo 13 Mission, Moon Landing 1969, International Space Station",misinformed,1,It was a significant event in the world of sports.,10,NO,
10,Historical Event,Moon Landing 1969,2,Moon Landing 1969,"Apollo 13 Mission, Moon Landing 1969, International Space Station",misinformed,2,This event involved the release of a groundbreaking film.,9,NO,
10,Historical Event,Moon Landing 1969,2,Moon Landing 1969,"Apollo 13 Mission, Moon Landing 1969, International Space Station",fake,1,It was the first operational space station launched by humans.,10,NO,
10,Historical Event,Moon Landing 1969,2,Moon Landing 1969,"Apollo 13 Mission, Moon Landing 1969, International Space Station",fake,2,The event involved a rescue mission in space.,8,NO,
10,Historical Event,Moon Landing 1969,2,Moon Landing 1969,"Apollo 13 Mission, Moon Landing 1969, International Space Station",extra,1,The mission's success was a major milestone in space exploration.,10,NO,
test_run,topic_category,topic_specific,round,answer,choices,clue_type,clue_number,clue_text,word_count,length_ok,
1,Movie,Star Wars Episode I: The Phantom Menace,1,movie,"book, play, movie",informed,1,A form of storytelling that combines visual and auditory elements to convey narratives.,13,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,1,movie,"book, play, movie",informed,2,"Often includes dialogue, music, and visual effects to engage audiences.",10,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,1,movie,"book, play, movie",informed,3,"Can belong to various genres such as action, comedy, drama, or horror.",12,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,1,movie,"book, play, movie",informed,4,Typically shown in theaters before being released for home viewing.,10,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,1,movie,"book, play, movie",informed,5,May be based on real events or entirely fictional stories.,10,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,1,movie,"book, play, movie",informed,6,"Involves directors, actors, and screenwriters in its creation.",8,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,1,movie,"book, play, movie",informed,7,Can be used to document real events in documentary form.,10,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,1,movie,"book, play, movie",informed,8,Some movies are part of a series with recurring characters.,10,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,1,movie,"book, play, movie",informed,9,The length can vary from short films to feature-length productions.,10,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,1,movie,"book, play, movie",misinformed,1,"It’s something you might find on a shelf in a store, often in plastic cases.",15,YES,
1,Movie,Star Wars Episode I: The Phantom Menace,1,movie,"book, play, movie",misinformed,2,It can be enjoyed alone or with a group of friends.,11,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,1,movie,"book, play, movie",fake,1,It’s something you can hold in your hand and read.,10,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,1,movie,"book, play, movie",fake,2,It’s a type of performance that takes place live on a stage.,12,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,1,movie,"book, play, movie",extra,1,It often includes opening and ending credits with music.,9,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"The Matrix, Inception, Star Wars Episode I: The Phantom Menace",informed,1,The story revolves around a young boy who becomes a hero in a galactic conflict.,15,YES,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"The Matrix, Inception, Star Wars Episode I: The Phantom Menace",informed,2,Features a race involving high-speed vehicles with unique designs.,9,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"The Matrix, Inception, Star Wars Episode I: The Phantom Menace",informed,3,Involves a political conflict between different galactic factions.,8,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"The Matrix, Inception, Star Wars Episode I: The Phantom Menace",informed,4,Introduces a character who is a mentor figure to the protagonist.,11,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"The Matrix, Inception, Star Wars Episode I: The Phantom Menace",informed,5,Includes a scene where characters navigate a dangerous underwater environment.,10,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"The Matrix, Inception, Star Wars Episode I: The Phantom Menace",informed,6,The protagonist has a special connection to a powerful energy force.,11,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"The Matrix, Inception, Star Wars Episode I: The Phantom Menace",informed,7,A trade federation plays a significant role in the plot.,10,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"The Matrix, Inception, Star Wars Episode I: The Phantom Menace",informed,8,A queen from a planet is a central character in the story.,12,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"The Matrix, Inception, Star Wars Episode I: The Phantom Menace",informed,9,The film introduces a character who is a skilled warrior from a unique culture.,14,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"The Matrix, Inception, Star Wars Episode I: The Phantom Menace",misinformed,1,The story takes place in a world where magic is a central element.,13,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"The Matrix, Inception, Star Wars Episode I: The Phantom Menace",misinformed,2,The main character is a seasoned warrior from the beginning.,10,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"The Matrix, Inception, Star Wars Episode I: The Phantom Menace",fake,1,The story is set in a dystopian future where technology rules everything.,12,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"The Matrix, Inception, Star Wars Episode I: The Phantom Menace",fake,2,The main character is a detective solving a mystery in a city.,12,NO,
1,Movie,Star Wars Episode I: The Phantom Menace,2,Star Wars Episode I: The Phantom Menace,"The Matrix, Inception, Star Wars Episode I: The Phantom Menace",extra,1,The film introduces a young character who is destined for greatness.,11,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,1,A medium through which emotions and stories are conveyed using melody and lyrics.,13,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,2,"Often structured with verses, choruses, and sometimes a bridge to build narrative.",12,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,3,"Can be performed solo or with a group, accompanied by various instruments.",12,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,4,"Used in many cultures as a form of expression, celebration, or storytelling.",12,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,5,"Can be categorized into genres like rock, pop, jazz, classical, etc.",11,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,6,"Lyrics can be poetic, literal, or tell a personal or fictional story.",12,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,7,Live performances often include audience participation through singing along.,9,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,8,"Can be a source of comfort, inspiration, or reflection for listeners.",11,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",informed,9,Production involves recording techniques to enhance sound quality and mood.,10,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",misinformed,1,"It’s something you might find in a library or bookstore, arranged by authors or genres.",15,YES,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",misinformed,2,"Often involves visual elements like scenes and characters, but not through music.",12,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",fake,1,It’s typically experienced through reading and can take hours to fully consume.,12,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",fake,2,It’s a visual medium that tells stories through moving images and dialogue.,12,NO,
2,Song,Bohemian Rhapsody - Queen,1,song,"book, movie, song",extra,1,"It’s a popular form of entertainment that can be enjoyed in various settings, from personal headphones to large concerts.",19,YES,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,1,"Features a unique blend of operatic vocals, rock elements, and a ballad section.",13,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,2,Known for its complex composition with multiple musical sections and key changes.,12,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,3,The song’s music video was groundbreaking and highly influential in the medium.,12,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,4,It’s a six-minute epic track that defies traditional song structures.,10,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,5,Includes a iconic head-banging section often associated with rock culture.,10,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,6,"The song’s lyrics explore themes of life, death, and redemption.",10,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,7,It was a chart-topping hit despite its unconventional structure and length.,11,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,8,The track has been covered and referenced countless times in popular culture.,12,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",informed,9,The lead vocalist’s impressive vocal range is a hallmark of the song.,12,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",misinformed,1,"It’s a song about a person’s journey through a magical forest, encountering various creatures.",14,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",misinformed,2,The track is known for its upbeat tempo and is often played at parties and celebrations.,16,YES,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",fake,1,It’s the theme song for a popular video game franchise.,10,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",fake,2,The song is part of a musical theater production.,9,NO,
2,Song,Bohemian Rhapsody - Queen,2,Bohemian Rhapsody - Queen,"Stairway to Heaven - Led Zeppelin, Bohemian Rhapsody - Queen, Imagine - John Lennon",extra,1,The song’s title references a lifestyle and a form of artistic expression.,12,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,Book,"Movie, Song, Book",informed,1,A medium that allows readers to explore detailed worlds through written descriptions.,12,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,Book,"Movie, Song, Book",informed,2,Often features chapters that divide the narrative into manageable sections.,10,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,Book,"Movie, Song, Book",informed,3,"Can be enjoyed in various formats, including hardcover and paperback.",10,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,Book,"Movie, Song, Book",informed,4,Typically includes a table of contents to guide navigation.,9,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,Book,"Movie, Song, Book",informed,5,May contain illustrations to enhance the storytelling experience.,8,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,Book,"Movie, Song, Book",informed,6,Requires active imagination to visualize settings and characters.,8,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,Book,"Movie, Song, Book",informed,7,Usually begins with a title page that sets the tone.,10,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,Book,"Movie, Song, Book",informed,8,"Can be a source of knowledge, entertainment, or personal growth.",10,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,Book,"Movie, Song, Book",informed,9,Involves reading from left to right in many cultures.,9,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,Book,"Movie, Song, Book",misinformed,1,It’s something you might find in a theater or cinema.,10,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,Book,"Movie, Song, Book",misinformed,2,It can be experienced with a group in a public setting.,11,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,Book,"Movie, Song, Book",fake,1,It is often watched on a screen with moving images.,10,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,Book,"Movie, Song, Book",fake,2,It can be listened to with headphones for an immersive experience.,11,NO,
3,Book,Harry Potter and the Sorcerer's Stone,1,Book,"Movie, Song, Book",extra,1,It provides in-depth character development through internal monologues.,8,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"The Lion, the Witch and the Wardrobe, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",informed,1,Features a young protagonist who discovers a hidden world of magic.,11,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"The Lion, the Witch and the Wardrobe, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",informed,2,Involves a powerful object that can grant eternal life.,9,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"The Lion, the Witch and the Wardrobe, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",informed,3,"Mentorship from a wise, older guide plays a crucial role.",10,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"The Lion, the Witch and the Wardrobe, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",informed,4,The story begins with the protagonist living with unwelcoming relatives.,10,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"The Lion, the Witch and the Wardrobe, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",informed,5,A magical school setting where students are sorted into groups.,10,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"The Lion, the Witch and the Wardrobe, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",informed,6,Themes of friendship and courage against adversity.,7,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"The Lion, the Witch and the Wardrobe, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",informed,7,A mysterious sport played on broomsticks is central to the plot.,11,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"The Lion, the Witch and the Wardrobe, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",informed,8,The antagonist's backstory ties into the protagonist's past.,8,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"The Lion, the Witch and the Wardrobe, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",informed,9,A final confrontation in a hidden area of the school.,10,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"The Lion, the Witch and the Wardrobe, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",misinformed,1,It’s about a journey to destroy a powerful ring.,9,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"The Lion, the Witch and the Wardrobe, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",misinformed,2,Features talking animals guiding the protagonist.,6,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"The Lion, the Witch and the Wardrobe, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",fake,1,The story is set in a land ruled by a lion king.,12,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"The Lion, the Witch and the Wardrobe, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",fake,2,Involves a wardrobe that leads to a magical land.,9,NO,
3,Book,Harry Potter and the Sorcerer's Stone,2,Harry Potter and the Sorcerer's Stone,"The Lion, the Witch and the Wardrobe, The Lord of the Rings: The Fellowship of the Ring, Harry Potter and the Sorcerer's Stone",extra,1,The protagonist receives a letter that changes their life forever.,10,NO,
4,TV Show,Breaking Bad,1,TV Show,"TV Show, Movie, Book",informed,1,It’s a series of episodes that tell a continuous story over multiple seasons.,13,NO,
4,TV Show,Breaking Bad,1,TV Show,"TV Show, Movie, Book",informed,2,It’s a form of entertainment that airs on networks or streaming platforms regularly.,13,NO,
4,TV Show,Breaking Bad,1,TV Show,"TV Show, Movie, Book",informed,3,It often features recurring characters and storylines that evolve over time.,11,NO,
4,TV Show,Breaking Bad,1,TV Show,"TV Show, Movie, Book",informed,4,"It can belong to various genres, such as drama, comedy, or documentary.",12,NO,
4,TV Show,Breaking Bad,1,TV Show,"TV Show, Movie, Book",informed,5,"It’s designed to be watched in installments, with each part building on the last.",14,NO,
4,TV Show,Breaking Bad,1,TV Show,"TV Show, Movie, Book",informed,6,It allows audiences to follow the growth and development of characters over time.,13,NO,
4,TV Show,Breaking Bad,1,TV Show,"TV Show, Movie, Book",informed,7,"It can be scripted or unscripted, depending on the type of content.",12,NO,
4,TV Show,Breaking Bad,1,TV Show,"TV Show, Movie, Book",informed,8,"It’s a popular form of storytelling that combines visuals, sound, and dialogue.",12,NO,
4,TV Show,Breaking Bad,1,TV Show,"TV Show, Movie, Book",informed,9,"It often includes opening and closing credits, with a theme song.",11,NO,
4,TV Show,Breaking Bad,1,TV Show,"TV Show, Movie, Book",misinformed,1,"It’s something you might find on a shelf in a store, often in plastic cases.",15,YES,
4,TV Show,Breaking Bad,1,TV Show,"TV Show, Movie, Book",misinformed,2,It’s something you can hold in your hand and read.,10,NO,
4,TV Show,Breaking Bad,1,TV Show,"TV Show, Movie, Book",fake,1,It’s a single event captured on film.,7,NO,
4,TV Show,Breaking Bad,1,TV Show,"TV Show, Movie, Book",fake,2,It’s a type of written content that you can finish in one sitting.,13,NO,
4,TV Show,Breaking Bad,1,TV Show,"TV Show, Movie, Book",extra,1,It’s a medium that allows viewers to experience different worlds and stories from their homes.,15,YES,
4,TV Show,Breaking Bad,2,Breaking Bad,"Breaking Bad, The Office, Grey's Anatomy",informed,1,A high school chemistry teacher turns to crime to secure his family’s future.,13,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Breaking Bad, The Office, Grey's Anatomy",informed,2,The main character undergoes a dramatic transformation from meek to ruthless.,11,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Breaking Bad, The Office, Grey's Anatomy",informed,3,A partner-in-crime is a former student with street smarts but lack of ambition.,13,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Breaking Bad, The Office, Grey's Anatomy",informed,4,The story explores the consequences of choices and the blurred lines between good and evil.,15,YES,
4,TV Show,Breaking Bad,2,Breaking Bad,"Breaking Bad, The Office, Grey's Anatomy",informed,5,A distinctive element is the use of a mobile laboratory for illegal activities.,13,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Breaking Bad, The Office, Grey's Anatomy",informed,6,The series focuses heavily on character development and moral decay.,10,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Breaking Bad, The Office, Grey's Anatomy",informed,7,A key plot point involves the production of a highly pure illegal substance.,13,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Breaking Bad, The Office, Grey's Anatomy",informed,8,The main character adopts a nickname that reflects his new identity.,11,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Breaking Bad, The Office, Grey's Anatomy",informed,9,The show’s setting is in a specific Southwestern U.S. state known for its deserts.,14,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Breaking Bad, The Office, Grey's Anatomy",misinformed,1,The story revolves around a lawyer defending a major case.,10,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Breaking Bad, The Office, Grey's Anatomy",misinformed,2,It’s about a group of friends running a successful tech startup.,11,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Breaking Bad, The Office, Grey's Anatomy",fake,1,It’s set in a high school where teachers and students face everyday challenges.,13,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Breaking Bad, The Office, Grey's Anatomy",fake,2,It’s about a family-owned business struggling to stay afloat.,9,NO,
4,TV Show,Breaking Bad,2,Breaking Bad,"Breaking Bad, The Office, Grey's Anatomy",extra,1,The main character’s transformation is driven by a life-altering diagnosis.,10,NO,
